score,sentence1,sentence2
4.2,hamas mixed sex school ban take effect,hamas mixedsex school ban
0.4,man arrested police officer shot leeds,navy panel urge ouster officer faked death
0.6,ukrainian prime minister resigns amid protest,turkish prime minister signal return hardline protester
2.2,obama refocus economy state union,factbox look obamas state union speech
1.0,google launch internetbeaming balloon,google playing international tax game
4.8,iraq back egypt crackdown morsi supporter,iraq back egypt crackdown mohamed morsi supporter
3.8,russia give initial ok american adoption ban,russia give initial approval adoption ban
2.8,five convicted kosovo organ trafficking case,kosovo 3 get jail time organ trafficking case
4.4,hrithik roshan wife sussanne part way,hrithik roshan sussanne divorce
5.0,gunman among 7 dead florida apartment shooting,gunman among 7 dead fla apartment shootout
1.0,obama lauds progress gay right inral address,thousand protest gay iage france
2.2,wave bombing kill 15 iraq,car bomb kill least 49 iraq
4.6,shock move obama put syria strike hold,obama put syria strike hold
1.8,israel strike syria tension rise weapon,air strike wound civilian syria deraa
2.6,gunman kill nine people northwest pakistan,militant kill 6 soldier northwest pakistan
1.2,san francisco plane crash glance,two dead 181 hurt san francisco air crash
2.2,8 arrested deadly bangladesh building collapse,worker protest bangladesh building collapse
0.0,xmas cruise passenger hit norovirus,missing cruise passenger nsw ambo
3.5,murder claim diana death new information passed police relating death princess diana dodi fayed thought include allegation murdered,diana fayed death info received new death princess diana dodi al fayed looked police received information
1.4,snowden asks stay russia,snowden release first russia video
2.2,chinese share close lower wednesday,chinese share close higher friday
3.4,stomach bug cause ailing nadal miss australian open,rafa nadal miss australian open
4.8,narendra modi pledge tough stand pakistan,india modi promise tough stance pakistan
3.4,egyptian court considers mubarak release,egypt court order release mubarak
5.0,boy scout delay sion admitting gay,boy scout america delay vote lifting ban gay
1.4,2 car bomb kill 8 southern iraq,car bombing kill 14 northern iraq
4.0,van der sloot prison,joran van der sloots plan get ied peru prison
3.0,tokyo stock close 026pc,tokyo stock close 153
2.2,china stock index future close higher december 4,china stock index future close lower january 24
2.8,picture day 7 st 2013,picture day 11 l 2013
2.8,palestinian hit israeli fire gaza,two palestinian killed israeli air strike gaza
4.6,jesse jackson jr wife plead guilty fraud,jesse jackson jr wife plead guilty fraud
4.4,usa expels venezuela diplomat row,u expels venezuelan diplomat
3.4,bbc veteran hall admits child sex abuse,stuart hall admits sex assault child
0.6,7 killed 3 injured south china road accident,20 killed 44 injured philippine road accident
3.4,ryanair report record profit warns growth likely slow year,stansted ryanair report 13 rise annual profit warns slower growth year
3.0,stock watch close monday,stock watch close thursday
4.0,50th anniversary jfk death rthemthembered,50th anniversary jfk death dallas hold first mthemorial
1.2,63magnitude earthquake hit taiwan,77magnitude earthquake hit sw pakistan
0.8,book help kid talk boston thon news,report two explosion finish line boston thon
2.6,tech sector heat google ibm post strong earnings,google share soar past 1000 strong earnings
1.0,profile kenya presidential candidate,italian journalist picked presidential candidate
3.4,israel free palestinian prisoner,govt committee approves release 26 palestinian prisoner
4.0,philadelphia building collapse 810 people may trapped,philadelphia building collapse report people trapped
3.0,obama meet mandela family,obama meet zuma pay tribute mandela
3.4,u senate set gun control debate,u senate set vote gun control bill
1.4,car bombing kill 53 damascus,car bombing kill 13 civilian iraqi capital
2.6,friend syria doha talk arming rebel,syria talk agree military aid rebel
2.0,syria condthemns israeli air strike,series deadly attack strike iraq
5.0,egypt leader imposes state themergency 3 city,egypt president are state themergency three city
2.8,abvp protester clash police ar mantar throw stone,protester clash police ar mantar 5 people detained
2.8,turkish pm urge end protest istanbul,turkish police fire teargas protester istanbul
1.8,two men charged terrorism offence,saudiborn nigerian charged terrorism new york
3.6,eu receives nobel peace prize,eu receives 2012 nobel peace prize
2.6,start san fermin bullrunning festival briefly delayed view obstructed basque flag,san fermin bullrunning festival start
2.8,21 mostly foreigner killed kabul suicide attack,briton among dead kabul suicide attack
0.0,former lapd officer sought irvine slaying,former cia officer sentenced 30 month prison info leak
0.8,tokyo share close 088pc lower,singapore stock close 044 pct lower
0.6,pakistan court dthemands blasphthemy rampage answer,pakistanun report reveals alarming level drug use
3.8,intels mcafee buy cloudbased networked firewall specialist stonesoft 389m cash,mcafee acquire firewall stonesoft 389 million
1.0,41 magnitude quake strike u,72 magnitude earthquake strike philippine
3.6,bangladesh opposition leader sentenced death war crime,bangladesh fugitive sentenced death war crime tribunal
4.2,alleged cop killer died shot head,alleged cop killer died gunshot
4.8,car bomb swedish consulate libya benghazi casualty,car bomb hit swedish consulate benghazi none hurt
3.0,musharraf arrested lal masjid case,musharraf arrested pakistan
4.4,iran hope nuclear talk yield roadmap,iran nuclear talk geneva spur high hope
2.8,35 militant killed afghan raid official,12 militant killed afghan raid ministry
4.0,north korea reportedly testfires shortrange missile,north korea launch shortrange missile
2.8,thai protester obstruct vote 1 dead violence,thai protester block polling station bangkok
1.8,venezuela hugo chavez dy cancer,hugo chavez venezuelan official unity
2.2,north korea third test brings closer nuclear power status,nato say north korea nuclear test grave threat world peace
4.6,north korea conduct third nuclear test,north korea confirms third nuclear test
3.6,indian stock open flat,indian stock open lower
5.0,macau gambling revenue hit record 38 bn 2012,macau gambling revenue hit record us38b 2012
3.8,israeli palestinian resume talk u,israeli palestinian begin talk
2.4,nelson mandela mthemorial service,nelson mandela dy live coverage
3.8,nm county prepares samesex iages hearing,county official pave way samesex iage
4.0,four u air force helicopter crew mthembers killed uk crash,u air force helicopter crew killed british crash
4.2,tokyo host 2020 olympic game,tokyo win race host 2020 olympics
4.0,malaysia detains australian senator airport,malaysia detains australian lawmaker airport
2.2,south korea say north fired missile,north korea launch shortrange missile
3.0,britain shuts plant horse meat scandal reach france,eu minister determined resolve horsthemeat scandal
3.2,u warns syria chthemical weapon,u concern grow syria chthemical weapon
1.2,37 killed bus crash italy,12 killed bus accident pakistan
3.0,china yuan strengthens 62689 usd,chinese yuan weakens 62816 usd
2.0,u recognizes syrian opposition,russia invite syrian opposition talk
4.8,egypt vote new constitution,egyptian vote new constitution
4.4,preston england legend tom finney dy 91,former england great tom finney dy 91
3.0,car bomb kill one wound five benghazi,car bomb hit libyan foreign ministry benghazi
3.4,roadside bomb kill 5 afghanistan,roadside bomb kill 3 policthemen afghanistan
0.4,sri lankas tamil vote greater autonomy,syria talk cameron putin
3.6,frenchled troop close timbuktu,frenchled troop control access timbuktu
1.2,nato airstrike kill two afghan kid,nato solider dy afghanistan
4.0,gunman kill 11 foreign tourist pakistan,gunman kill 11 foreign climber pakistan
4.0,n korea halt work joint industrial zone,north korea block access joint industrial zone
1.8,delhi gang rape suspect beaten poisoned,delhi gangrape verdict deferred
1.4,france pledge military aid mali,french support military operation mali
4.0,egyptian vote divisive constitution,egyptian vote constitution change
2.8,reid cite trthemendous progress debt ceiling talk,senate leader appear close u debt ceiling deal
2.0,62 magnitude quake jolt sarangani,43magnitude earthquake jolt sw china
1.2,one dead 11 hurt la car chaos,6 dead 33 hurt cotabato blast
4.2,chairman easyjet step,chairman british nofrills airline easyjet step
0.8,obama renews offer cut social safety net big budget deal aide,japan urge u quickly handle budget deadlock
2.4,suicide bomber kill 14 afghan province council,suicide bomber kill 11 afghanistan
3.4,committee nears final big immigration sion,senate judiciary committee nearing final big sion shaping immigration bill
3.8,u troop killed afghan insider attack,nato troop killed afghan insider attack
1.8,mother arrested suspicion manslter dog kill dter,man arrested suspicion murder stabbing suffolk
